1626942009,8,1,2400,382.16,688,1712,300,0
1626942010,8,1,2128,360.95,1269,859,266,0
1626942011,8,1,2128,347.08,1326,802,266,0
1626942012,8,1,2128,339.69,1338,790,266,0
1626942013,8,1,2128,334.36,1362,766,266,0
1626942014,8,1,2120,330.84,1355,765,265,0
1626942015,8,1,2136,328.05,1352,784,267,0
1626942017,8,1,2128,325.98,1373,755,266,0
1626942018,8,1,2104,324.55,1324,780,263,0
1626942019,8,1,2152,323.30,1376,776,269,0
1626942020,8,1,2112,322.29,1367,745,264,0
1626942021,8,1,2160,321.33,1348,812,270,0
1626942022,8,1,2144,320.54,1376,768,268,0
1626942023,8,1,2120,319.99,1383,737,265,0
1626942024,8,1,2136,319.47,1344,792,267,0
1626942025,8,1,2136,319.00,1385,751,267,0
1626942026,8,1,2128,318.55,1379,749,266,0
1626942027,8,1,2096,318.19,1333,763,262,0
1626942028,8,1,2176,317.86,1461,715,272,0
1626942029,8,1,2128,317.56,1384,744,266,0
1626942030,8,1,2136,317.27,1385,751,267,0
1626942031,8,1,2136,317.03,1407,729,267,0
1626942032,8,1,2136,316.84,1385,751,267,0
1626942033,8,1,2128,316.61,1373,755,266,0
1626942034,8,1,2136,316.42,1402,734,267,0
1626942035,8,1,2128,316.22,1378,750,266,0
1626942036,8,1,2096,316.04,1378,718,262,0
1626942037,8,1,2160,315.90,1400,760,270,0
1626942038,8,1,2128,315.76,1356,772,266,0
1626942039,8,1,2128,315.63,1402,726,266,0
1626942040,8,1,2104,315.51,1356,748,263,0
1626942041,8,1,2128,315.44,1391,737,266,0
1626942042,8,1,2152,315.31,1436,716,269,0
1626942043,8,1,2168,315.20,1406,762,271,0
1626942044,8,1,2128,315.10,1370,758,266,0
1626942045,8,1,2128,314.98,1410,718,266,0
1626942046,8,1,2128,314.89,1345,783,266,0
1626942047,8,1,2136,314.81,1387,749,267,0
1626942048,8,1,2128,314.70,1385,743,266,0
1626942049,8,1,2136,314.60,1356,780,267,0
1626942050,8,1,2136,314.54,1412,724,267,0
1626942051,8,1,2144,314.49,1410,734,268,0
1626942052,8,1,2120,314.43,1359,761,265,0
1626942053,8,1,2128,314.36,1413,715,266,0
1626942054,8,1,2128,314.30,1397,731,266,0
1626942055,8,1,2128,314.25,1361,767,266,0
1626942056,8,1,2128,314.21,1399,729,266,0
1626942057,8,1,2128,314.16,1376,752,266,0
1626942058,8,1,2136,314.09,1386,750,267,0
1626942059,8,1,2136,314.05,1369,767,267,0
1626942060,8,1,2128,314.01,1375,753,266,0
1626942061,8,1,2128,313.96,1377,751,266,0
1626942063,8,1,2128,313.93,1367,761,266,0
1626942064,8,1,2160,313.91,1397,763,270,0
1626942065,8,1,2128,313.88,1376,752,266,0
1626942066,8,1,2128,313.84,1392,736,266,0
1626942067,8,1,2128,313.80,1374,754,266,0
1626942068,8,1,2136,313.74,1400,736,267,0
1626942069,8,1,2136,313.71,1358,778,267,0
1626942070,8,1,2120,313.66,1365,755,265,0
1626942071,8,1,2168,313.64,1437,731,271,0
1626942072,8,1,2096,313.62,1336,760,262,0
1626942073,8,1,2168,313.58,1395,773,271,0
1626942074,8,1,2136,313.55,1415,721,267,0
1626942075,8,1,2160,313.51,1365,795,270,0
1626942076,8,1,2128,313.51,1380,748,266,0
1626942077,8,1,2136,313.47,1391,745,267,0
1626942078,8,1,2128,313.46,1378,750,266,0
1626942079,8,1,2128,313.43,1351,777,266,0
1626942080,8,1,2144,313.40,1392,752,268,0
1626942081,8,1,2168,313.38,1374,794,271,0
1626942082,8,1,2128,313.35,1364,764,266,0
1626942083,8,1,2096,313.33,1377,719,262,0
1626942084,8,1,2128,313.31,1334,794,266,0
1626942085,8,1,2128,313.28,1394,734,266,0
1626942086,8,1,2128,313.26,1378,750,266,0
1626942087,8,1,2128,313.25,1370,758,266,0
1626942088,8,1,2152,313.22,1456,696,269,0
1626942089,8,1,2096,313.20,1378,718,262,0
1626942090,8,1,2160,313.17,1379,781,270,0
1626942091,8,1,2096,313.16,1368,728,262,0
1626942092,8,1,2160,313.14,1395,765,270,0
1626942093,8,1,2120,313.12,1362,758,265,0
1626942094,8,1,2104,313.11,1345,759,263,0
1626942095,8,1,2136,313.10,1378,758,267,0
1626942096,8,1,2160,313.08,1412,748,270,0
1626942097,8,1,2136,313.06,1370,766,267,0
1626942098,8,1,2104,313.05,1341,763,263,0
1626942099,8,1,2120,313.04,1399,721,265,0
1626942100,8,1,2136,313.04,1360,776,267,0
1626942101,8,1,2152,313.02,1371,781,269,0
1626942102,8,1,2088,313.00,1377,711,261,0
1626942103,8,1,2168,312.99,1379,789,271,0
1626942104,8,1,2120,312.98,1381,739,265,0
1626942105,8,1,2176,312.97,1416,760,272,0
1626942107,8,1,2128,312.95,1341,787,266,0
1626942108,8,1,2160,312.93,1362,798,270,0
1626942109,8,1,2152,312.92,1394,758,269,0
1626942110,8,1,2120,312.91,1332,788,265,0
1626942111,8,1,2128,312.90,1340,788,266,0
1626942112,8,1,2128,312.89,1484,644,266,0
1626942113,8,1,2136,312.87,1484,652,267,0
1626942114,8,1,1176,312.87,761,415,147,0
1626942148,12,2,3852,520.31,754,3098,321,0
1626942149,12,2,3084,478.68,1617,1467,257,0
1626942150,12,2,3084,445.07,1676,1408,257,0
1626942151,12,2,3084,425.21,1680,1404,257,0
1626942152,12,2,3084,412.71,1677,1407,257,0
1626942153,12,2,3084,404.27,1692,1392,257,0
1626942154,12,2,3084,398.16,1700,1384,257,0
1626942155,12,2,3084,393.45,1646,1438,257,0
1626942156,12,2,3120,389.87,1658,1462,260,0
1626942157,12,2,3084,387.00,1690,1394,257,0
1626942158,12,2,3084,384.62,1687,1397,257,0
1626942159,12,2,3096,382.60,1702,1394,258,0
1626942160,12,2,3072,380.94,1691,1381,256,0
1626942161,12,2,3084,379.45,1663,1421,257,0
1626942162,12,2,3084,378.11,1646,1438,257,0
1626942163,12,2,3084,376.99,1698,1386,257,0
1626942164,12,2,3084,376.03,1678,1406,257,0
1626942165,12,2,3096,375.17,1670,1426,258,0
1626942166,12,2,3096,374.35,1720,1376,258,0
1626942167,12,2,3084,373.61,1675,1409,257,0
1626942168,12,2,3084,372.97,1622,1462,257,0
1626942169,12,2,3132,372.38,1698,1434,261,0
1626942170,12,2,3072,371.85,1674,1398,256,0
1626942171,12,2,3036,371.36,1608,1428,253,0
1626942172,12,2,3132,370.92,1711,1421,261,0
1626942173,12,2,3132,370.48,1703,1429,261,0
1626942174,12,2,3096,370.10,1655,1441,258,0
1626942175,12,2,3084,369.75,1703,1381,257,0
1626942176,12,2,3072,369.40,1697,1375,256,0
1626942177,12,2,3120,369.08,1687,1433,260,0
1626942178,12,2,3072,368.80,1696,1376,256,0
1626942179,12,2,3036,368.52,1661,1375,253,0
1626942180,12,2,3120,368.28,1628,1492,260,0
1626942182,12,2,3036,368.01,1662,1374,253,0
1626942183,12,2,3072,367.78,1692,1380,256,0
1626942184,12,2,3084,367.57,1690,1394,257,0
1626942185,12,2,3084,367.35,1668,1416,257,0
1626942186,12,2,3120,367.15,1717,1403,260,0
1626942187,12,2,3084,366.97,1663,1421,257,0
1626942188,12,2,3036,366.81,1640,1396,253,0
1626942189,12,2,3132,366.62,1688,1444,261,0
1626942190,12,2,3096,366.45,1709,1387,258,0
1626942191,12,2,3072,366.30,1684,1388,256,0
1626942192,12,2,3072,366.15,1695,1377,256,0
1626942193,12,2,3072,366.02,1691,1381,256,0
1626942194,12,2,3036,365.89,1653,1383,253,0
1626942195,12,2,3132,365.76,1649,1483,261,0
1626942196,12,2,3048,365.64,1658,1390,254,0
1626942197,12,2,3120,365.52,1699,1421,260,0
1626942198,12,2,3084,365.40,1671,1413,257,0
1626942199,12,2,3084,365.29,1691,1393,257,0
1626942200,12,2,3072,365.19,1684,1388,256,0
1626942201,12,2,3024,365.08,1647,1377,252,0
1626942202,12,2,3084,364.98,1649,1435,257,0
1626942203,12,2,3132,364.88,1693,1439,261,0
1626942204,12,2,3036,364.78,1662,1374,253,0
1626942205,12,2,3072,364.69,1691,1381,256,0
1626942206,12,2,3144,364.61,1710,1434,262,0
1626942207,12,2,3060,364.52,1690,1370,255,0
1626942208,12,2,3060,364.46,1682,1378,255,0
1626942209,12,2,3120,364.38,1651,1469,260,0
1626942210,12,2,3072,364.31,1730,1342,256,0
1626942211,12,2,3084,364.24,1787,1297,257,0
1626942212,12,2,3084,364.17,1692,1392,257,0
1626942213,12,2,3084,364.10,1708,1376,257,0
1626942214,12,2,3048,364.04,1718,1330,254,0
1626942215,12,2,3072,363.97,1687,1385,256,0
1626942216,12,2,3072,363.91,1653,1419,256,0
1626942217,12,2,3084,363.86,1672,1412,257,0
1626942218,12,2,3120,363.80,1717,1403,260,0
1626942219,12,2,3060,363.73,1672,1388,255,0
1626942220,12,2,3060,363.68,1672,1388,255,0
1626942221,12,2,3084,363.63,1679,1405,257,0
1626942222,12,2,3120,363.58,1707,1413,260,0
1626942223,12,2,3036,363.53,1628,1408,253,0
1626942224,12,2,3084,363.48,1674,1410,257,0
1626942225,12,2,3120,363.43,1721,1399,260,0
1626942227,12,2,3072,363.38,1683,1389,256,0
1626942228,12,2,3024,363.34,1672,1352,252,0
1626942229,12,2,3072,363.30,1682,1390,256,0
1626942230,12,2,3144,363.25,1732,1412,262,0
1626942231,12,2,3072,363.20,1643,1429,256,0
1626942232,12,2,3096,363.17,1702,1394,258,0
1626942233,12,2,3024,363.13,1655,1369,252,0
1626942234,12,2,3084,363.09,1692,1392,257,0
1626942235,12,2,3084,363.05,1689,1395,257,0
1626942236,12,2,3132,363.01,1761,1371,261,0
1626942237,12,2,3036,362.98,1663,1373,253,0
1626942238,12,2,3096,362.94,1631,1465,258,0
1626942239,12,2,3120,362.91,1721,1399,260,0
1626942240,12,2,3084,362.87,1693,1391,257,0
1626942241,12,2,3012,362.83,1664,1348,251,0
1626942242,12,2,3132,362.80,1711,1421,261,0
1626942243,12,2,3048,362.76,1702,1346,254,0
1626942244,12,2,3072,362.74,1677,1395,256,0
1626942245,12,2,3132,362.71,1649,1483,261,0
1626942246,12,2,3036,362.68,1647,1389,253,0
1626942247,12,2,3084,362.64,1694,1390,257,0
1626942248,12,2,3084,362.61,1697,1387,257,0
1626942249,12,2,3144,362.59,1785,1359,262,0
1626942250,12,2,3072,362.56,1690,1382,256,0
1626942251,12,2,3084,362.53,1651,1433,257,0
1626942252,12,2,3024,362.51,1632,1392,252,0
1626942253,12,2,3096,362.48,1669,1427,258,0
1626942254,12,2,3132,362.45,1713,1419,261,0
1626942255,12,2,3084,362.43,1632,1452,257,0
1626942256,12,2,3120,362.41,1699,1421,260,0
1626942257,12,2,3084,362.38,1627,1457,257,0
1626942258,12,2,3072,362.37,1638,1434,256,0
1626942259,12,2,3084,362.33,1688,1396,257,0
1626942260,12,2,3084,362.31,1659,1425,257,0
1626942261,12,2,3084,362.28,1669,1415,257,0
1626942262,12,2,3084,362.27,1695,1389,257,0
1626942263,12,2,3084,362.24,1696,1388,257,0
1626942264,12,2,3072,362.22,1666,1406,256,0
1626942265,12,2,3084,362.20,1644,1440,257,0
1626942266,12,2,3072,362.18,1724,1348,256,0
1626942267,12,2,3084,362.16,1711,1373,257,0
1626942268,12,2,3072,362.14,1673,1399,256,0
1626942270,12,2,3096,362.12,1659,1437,258,0
1626942271,12,2,3072,362.10,1704,1368,256,0
1626942272,12,2,3084,362.08,1652,1432,257,0
1626942273,12,2,3072,362.07,1645,1427,256,0
1626942274,12,2,3084,362.04,1697,1387,257,0
1626942275,12,2,3072,362.03,1672,1400,256,0
1626942276,12,2,3096,362.01,1691,1405,258,0
1626942277,12,2,3084,361.99,1704,1380,257,0
1626942278,12,2,3024,361.97,1656,1368,252,0
1626942279,12,2,3120,361.96,1695,1425,260,0
1626942280,12,2,3084,361.94,1637,1447,257,0
1626942281,12,2,3072,361.93,1704,1368,256,0
1626942282,12,2,3084,361.91,1698,1386,257,0
1626942283,12,2,3132,361.89,1730,1402,261,0
1626942284,12,2,3036,361.88,1661,1375,253,0
1626942285,12,2,3132,361.86,1741,1391,261,0
1626942286,12,2,3060,361.85,1650,1410,255,0
1626942287,12,2,3096,361.84,1700,1396,258,0
1626942288,12,2,3072,361.82,1712,1360,256,0
1626942289,12,2,3048,361.80,1670,1378,254,0
1626942290,12,2,3084,361.79,1683,1401,257,0
1626942291,12,2,3108,361.78,1728,1380,259,0
1626942292,12,2,3036,361.76,1671,1365,253,0
1626942293,12,2,3132,361.75,1666,1466,261,0
1626942294,12,2,3072,361.74,1665,1407,256,0
1626942295,12,2,3084,361.72,1714,1370,257,0
1626942296,12,2,3084,361.71,1694,1390,257,0
1626942297,12,2,3084,361.70,1700,1384,257,0
1626942298,12,2,3036,361.68,1654,1382,253,0
1626942299,12,2,3120,361.67,1744,1376,260,0
1626942300,12,2,3084,361.65,1644,1440,257,0
1626942301,12,2,3084,361.64,1689,1395,257,0
1626942302,12,2,3072,361.63,1688,1384,256,0
1626942303,12,2,3048,361.62,1672,1376,254,0
1626942304,12,2,3108,361.61,1699,1409,259,0
1626942305,12,2,3096,361.60,1721,1375,258,0
1626942306,12,2,3084,361.58,1691,1393,257,0
1626942307,12,2,3036,361.57,1653,1383,253,0
1626942308,12,2,3120,361.56,1674,1446,260,0
1626942309,12,2,3084,361.55,1703,1381,257,0
1626942310,12,2,3072,361.53,1708,1364,256,0
1626942311,12,2,3084,361.53,1679,1405,257,0
1626942312,12,2,3084,361.52,1722,1362,257,0
1626942314,12,2,3084,361.51,1689,1395,257,0
1626942315,12,2,3108,361.50,1651,1457,259,0
1626942316,12,2,3072,361.49,1712,1360,256,0
1626942317,12,2,3096,361.47,1712,1384,258,0
1626942318,12,2,3084,361.46,1713,1371,257,0
1626942319,12,2,3084,361.46,1726,1358,257,0
1626942320,12,2,3072,361.45,1704,1368,256,0
1626942321,12,2,3084,361.44,1663,1421,257,0
1626942322,12,2,3084,361.43,1663,1421,257,0
1626942323,12,2,3096,361.42,1727,1369,258,0
1626942324,12,2,3084,361.41,1699,1385,257,0
1626942325,12,2,3072,361.40,1673,1399,256,0
1626942326,12,2,3072,361.39,1714,1358,256,0
1626942327,12,2,3084,361.38,1713,1371,257,0
1626942328,12,2,3048,361.37,1656,1392,254,0
1626942329,12,2,3132,361.36,1698,1434,261,0
1626942330,12,2,3084,361.35,1691,1393,257,0
1626942331,12,2,3060,361.34,1705,1355,255,0
1626942332,12,2,3096,361.34,1687,1409,258,0
1626942333,12,2,3096,361.33,1725,1371,258,0
1626942334,12,2,3084,361.32,1671,1413,257,0
1626942335,12,2,3084,361.31,1643,1441,257,0
1626942336,12,2,3072,361.30,1687,1385,256,0
1626942337,12,2,3096,361.29,1712,1384,258,0
1626942338,12,2,3072,361.29,1670,1402,256,0
1626942339,12,2,3024,361.28,1665,1359,252,0
