1628237080942151,114.406,124.406,0,0,383,0
1628237080942326,113.313,123.313,0,0,383,0
1628237080942536,112.219,122.219,0,0,383,0
1628237080943553,111.125,121.125,0,0,383,0
1628237080944049,110.318,120.031,3582,1,383,2
1628237080944579,109.225,118.938,3567,1,383,2
1628237080944741,108.221,117.844,2720,1,383,0
1628237080945361,107.114,116.766,2949,1,383,0
1628237080945732,105.979,115.685,3492,1,383,2
1628237080945967,104.605,114.605,0,0,383,0
1628237080946191,103.860,113.525,3065,1,383,0
1628237080946432,102.788,112.444,2989,1,383,1
1628237080946704,101.715,111.364,2927,1,383,1
1628237080947026,100.641,110.283,2869,1,383,1
1628237080947510,99.567,109.203,2822,1,383,1
1628237080947645,98.125,108.125,0,0,383,0
1628237080947874,97.561,105.964,643,1,383,0
1628237080948111,97.045,107.045,0,0,383,0
1628237080948250,96.589,104.884,602,1,383,1
1628237080948395,95.511,103.804,601,1,383,1
1628237080948538,94.417,102.723,606,1,383,1
1628237080948681,93.331,101.643,608,1,383,1
1628237080948813,92.242,100.563,611,1,383,1
1628237080948860,91.143,99.469,613,1,383,21
1628237080948889,90.058,98.386,614,1,383,21
1628237080948918,88.973,97.304,615,1,383,22
1628237080948946,87.890,96.221,615,1,383,22
1628237080948974,86.807,95.138,615,1,383,21
1628237080949002,85.728,94.056,614,1,383,22
1628237080949029,84.650,92.973,612,1,383,9
1628237080949057,83.565,91.891,613,1,383,1
1628237080949084,82.480,90.797,610,1,383,1
1628237080949111,81.408,89.714,606,1,383,1
1628237080949143,80.331,88.632,604,1,383,2
1628237080949176,79.235,87.549,609,1,383,1
1628237080949207,76.467,86.467,0,0,383,0
1628237080949237,75.384,85.384,0,0,383,0
1628237080949271,74.301,84.301,0,0,383,0
1628237080949300,73.219,83.219,0,0,383,0
1628237080949327,72.432,82.141,3522,1,383,0
1628237080949356,71.004,81.004,0,0,383,0
1628237080949385,69.868,79.868,0,0,383,0
1628237080949414,68.732,78.732,0,0,383,0
1628237080949442,67.596,77.596,0,0,383,0
1628237080949483,66.460,76.460,0,0,383,0
1628237080949512,65.324,75.324,0,0,383,0
1628237081126514,114.272,124.272,0,0,378,0
1628237081127208,113.214,123.214,0,0,378,0
1628237081128347,112.156,122.156,0,0,378,0
1628237081128881,111.109,121.109,0,0,378,0
1628237081129317,110.344,120.058,3594,1,378,3
1628237081129635,109.295,119.007,3567,1,378,2
1628237081129886,108.331,117.955,2732,1,378,0
1628237081130172,107.258,116.904,2903,1,378,0
1628237081130411,106.147,115.853,3489,1,378,2
1628237081130649,104.801,114.801,0,0,378,0
1628237081130895,104.083,113.750,3087,1,378,1
1628237081131157,103.045,112.703,3001,1,378,1
1628237081131396,102.001,111.652,2941,1,378,1
1628237081131648,100.956,110.600,2885,1,378,1
1628237081131899,99.912,109.549,2830,1,378,1
1628237081132397,98.498,108.498,0,0,378,0
1628237081132825,97.446,107.446,0,0,378,0
1628237081133215,97.040,105.344,605,1,378,1
1628237081133491,96.395,106.395,0,0,378,0
1628237081133872,96.002,104.297,602,1,379,1
1628237081134157,94.942,103.237,602,1,379,2
1628237081134484,93.870,102.176,606,1,379,1
1628237081134912,92.799,101.116,610,1,379,1
1628237081135255,91.736,100.056,611,1,379,1
1628237081135577,90.670,98.996,613,1,379,22
1628237081135912,89.607,97.935,614,1,379,22
1628237081136409,88.544,96.875,615,1,379,22
1628237081136670,87.482,95.813,615,1,379,22
1628237081136962,86.435,94.763,614,1,379,22
1628237081137168,85.386,93.714,614,1,379,22
1628237081137402,84.337,92.665,614,1,379,2
1628237081137582,83.296,91.616,611,1,379,1
1628237081137633,82.250,90.567,610,1,379,1
1628237081137683,81.209,89.518,607,1,379,1
1628237081137710,80.168,88.469,604,1,379,1
1628237081137737,79.089,87.406,610,1,379,1
1628237081137763,76.357,86.357,0,0,379,0
1628237081137791,75.308,85.308,0,0,379,0
1628237081137817,74.259,84.259,0,0,379,0
1628237081137843,73.210,83.210,0,0,379,0
1628237081137870,72.452,82.161,3522,1,379,0
1628237081137897,71.112,81.112,0,0,379,0
1628237081137923,70.063,80.063,0,0,379,0
1628237081137950,69.000,79.000,0,0,379,0
1628237081137977,67.904,77.904,0,0,379,0
